name,09/30/2025,06/30/2025,03/31/2025,12/31/2024,09/30/2024,06/30/2024,03/31/2024,12/31/2023,09/30/2023,06/30/2023,03/31/2023,12/31/2022,09/30/2022,06/30/2022,03/31/2022,12/31/2021,09/30/2021,06/30/2021,03/31/2021,12/31/2020,09/30/2020,06/30/2020,03/31/2020,12/31/2019,09/30/2019,06/30/2019,03/31/2019,12/31/2018,09/30/2018,06/30/2018,03/31/2018,12/31/2017,09/30/2017,06/30/2017,03/31/2017,12/31/2016,09/30/2016,06/30/2016,03/31/2016,12/31/2015,09/30/2015,06/30/2015,03/31/2015,12/31/2014,09/30/2014,06/30/2014,03/31/2014,12/31/2013,09/30/2013,06/30/2013,03/31/2013,12/31/2012,09/30/2012,06/30/2012,03/31/2012,12/31/2011,09/30/2011,06/30/2011,03/31/2011,12/31/2010,09/30/2010,06/30/2010,03/31/2010,12/31/2009,09/30/2009,06/30/2009,03/31/2009,12/31/2008,09/30/2008,06/30/2008,03/31/2008,12/31/2007,09/30/2007,03/31/2007
TotalAssets,"462,532,211","444,241,235","457,343,460","456,927,265","459,449,162","464,656,696","468,545,021","448,939,143","466,256,544","466,338,206","475,229,516","474,464,769","472,329,079","482,359,553","493,814,103","507,175,310","524,050,564","547,116,001","554,813,252","575,621,032","619,678,388","602,881,424","664,363,954","676,089,833","699,431,035","310,056,562","327,431,844","335,138,771","366,486,438","1,295,957,653","610,982,563","568,441,507","456,834,717","453,099,361","519,840,116","574,506,637","479,557,349","470,702,891","470,461,130","523,413,101","470,181,236","457,313,197","455,244,300","477,636,709","491,130,711","503,573,853","491,236,724","539,034,197","454,377,455","486,292,236","457,818,481","478,872,378","442,423,630","456,399,011","460,720,127","462,239,975","400,899,639","448,967,268","435,447,036",,,"435,514,705","428,503,100","476,265,712","460,120,408","471,056,374","471,245,056","466,009,374","477,329,495.991","443,226,968.583","436,718,427.533","169,647,560.313","131,090,287.872","108,165,450"
	CurrentAssets,"126,538,828","70,183,150","73,240,281","66,639,674","60,273,299","63,686,478","78,756,076","70,444,891","75,466,731","67,111,074","73,091,496","65,262,522","66,279,807","67,019,214","69,395,520","75,407,150","80,340,589","98,050,077","104,406,624","120,939,600","132,484,747","141,652,646","186,528,072","183,560,151","155,658,715","180,273,555","197,701,280","213,394,902","234,275,349","1,158,872,744","489,333,342","366,816,403","253,431,706","251,523,929","295,945,492","337,219,746","232,983,592","214,585,437","316,488,151","370,244,913","311,597,097","304,096,677","312,950,666","336,861,132","383,987,029","397,814,308","398,092,847","445,058,865","354,686,164","384,736,779","354,770,096","372,176,048","333,303,563","350,449,862","355,069,384","356,225,933","295,938,906","341,381,566","325,491,044",,,"317,632,376","309,073,697","333,629,063","338,276,794","398,184,685","399,001,929","420,294,547","439,674,686.775","407,779,728.685","403,386,873.065","124,205,798.818","97,785,987.144","76,655,742"
		CashCashEquivalentsAndShortTermInvestments,"96,807,261","34,673,597","39,410,928","36,523,995","39,391,127","40,106,501","57,592,646","60,167,232","65,506,332","56,848,918","65,636,833","54,980,199","59,858,096","60,516,273","62,413,833","71,339,361","75,232,602","91,364,510","95,572,345","112,723,433","111,864,329","119,721,055","152,843,753","154,197,758","105,100,214","131,630,433","168,673,077","190,586,342","228,600,987","300,678,761","173,662,014","256,090,942","166,219,394","154,070,851","222,448,413","247,709,208","119,769,580","119,475,348","247,667,737","283,662,771","215,327,965","220,225,319","240,295,371","277,176,983","253,307,578","337,687,024","311,947,098","378,117,412","284,640,469","266,999,411","290,029,715","294,933,613","250,646,237","267,436,821","257,167,696","253,307,896","203,127,327","284,834,573","268,058,194",,,"219,082,287","213,874,252","255,254,159","233,719,719","301,814,681","310,503,071","340,018,595","348,818,941.956","332,907,948.308","332,261,100.039","44,458,395.456","52,589,934.568","45,019,114"
			CashAndCashEquivalents,"96,807,261","34,673,597","39,410,928","36,523,995","39,391,127","40,106,501","57,592,646","60,167,232","65,506,332","56,848,918","65,636,833","54,980,199","59,858,096","60,516,273","62,413,833","71,339,361","75,232,602","91,364,510","95,572,345","112,723,433","111,864,329","119,721,055","152,843,753","154,197,758","105,100,214","131,630,433","168,673,077","190,586,342","214,311,852","287,201,925","173,662,014","256,090,942","166,219,394","154,070,851","222,448,413","247,709,208","119,769,580","119,475,348","247,667,737","283,662,771","215,327,965","220,225,319","240,295,371","277,176,983","253,307,578","337,687,024","311,947,098","378,117,412","284,640,469","266,999,411","290,029,715","294,933,613","250,646,237","267,436,821","257,167,696","253,307,896","203,127,327","284,834,573","268,058,194",,,"219,082,287","213,874,252","255,254,159","233,719,719","301,814,681","310,503,071","340,018,595","348,818,941.956","332,907,948.308","332,261,100.039","44,458,395.456","52,589,934.568","45,019,114"
				CashFinancial,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"220,225,319","18,397,974","277,176,983","253,307,578","337,687,024","33,698,280","378,117,412","284,640,469","266,999,411","12,118,865","294,933,613","250,646,237","267,436,821","26,474,179","253,307,896","203,127,327","284,834,573","268,058,194",,,"219,082,287","213,874,252","255,254,159","233,719,719","301,814,681","310,503,071","340,018,595",,,,,,"45,019,114"
				CashEquivalents,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"221,897,397",,,,"278,248,818",,,,"277,910,850",,,,"230,693,517",,,,,,,,,,,,,,,,,,,
			OtherShortTermInvestments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"14,289,135","13,476,836",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Receivables,"16,337,928","298,377","2,310,382","17,887,213","1,149,062","1,357,395","1,367,395","4,498,956","296,345","612,845","429,845","6,433,201","332,189","405,869","352,000","1,088,584","500,000","711,400","711,400","3,615,553","4,780,565","4,991,743","13,330,709","19,526,699","16,631,111","16,010,926","15,801,001","21,361,120","412,783","13,577","34,533",,"61,896,441","89,687,450","66,161,255","80,542,211","101,892,840","86,908,661","60,552,034","70,097,890","75,370,684","65,282,645","56,026,569","44,454,800","110,495,050","49,942,266","68,782,717","54,932,531","56,457,832","102,463,735","51,114,718","69,218,152","65,903,832","69,583,948","86,779,348","94,318,990","83,519,735","49,313,111","47,051,596",,,"88,837,158","82,900,060","61,212,194","87,407,955","78,927,592","71,076,794","71,246,371","79,331,656.202","64,495,451.212","63,514,727.473","67,202,506.359","29,624,551.808","16,997,421"
			AccountsReceivable,"298,376","298,377","2,310,382","2,712,845","1,149,062","1,357,395","1,367,395","2,235,490","296,345","612,845","429,845","5,852,038","332,189","405,869","352,000","938,189","500,000","711,400","711,400","2,245,194","752,314","804,138","475,691","214,591","879,279","977,747","1,277,303","439,783","412,783","13,577","34,533","100,105,027","61,896,441","89,687,450","56,161,255","70,542,211","91,892,840","76,908,661","50,552,034","70,097,890","75,370,684","65,282,645","48,150,046","44,454,800","110,495,050","49,942,266","68,353,075","54,932,531","56,457,832","102,463,735","51,114,718","69,218,152","65,903,832","69,583,948","81,844,571","94,318,990","83,519,735","49,313,111","47,051,596",,,"88,837,158","82,900,060","61,212,194","87,407,955","78,927,592","71,076,794","71,246,371","79,331,656.202","64,495,451.212","63,514,727.473","67,202,506.359","29,624,551.808","16,977,651"
				GrossAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"61,560,981",,,,"55,427,300",,,,"53,153,164",,,,"73,041,508",,,,"86,119,787",,,,"111,944,576",,,,,,,,,,,,,,,,,,,
				AllowanceForDoubtfulAccountsReceivable,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"-5,399,726",,,,"-4,875,266",,,,"-5,003,118",,,,"-4,688,433",,,,"-35,005,069",,,,"-30,100,005",,,,,,,,,,,,,,,,,,,
			LoansReceivable,,,,,,,,,,,,,,,,,,,,"0","4,028,251","4,187,605","4,190,917","4,126,502","15,751,832","15,033,179","14,523,698","14,532,685",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
			TaxesReceivable,"683,344",,,"853,359",,,,"624,883",,,,"581,163",,,,"150,395",,,,"1,370,359",,,,"4,694,272",,,,"2,675,486",,,,,,,,,,,"0",,,,"7,876,523",,,,"429,642",,,,"0",,,,"4,934,777",,,,,,,,,,,,,,,,,,,
			DuefromRelatedPartiesCurrent,"15,356,208",,,"14,321,009",,,,"1,638,583",,,,"0",,,,,,,,"0",,,,"1,960,403",,,,"3,713,166",,,,"0","0","0","10,000,000","10,000,000","10,000,000","10,000,000","10,000,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19,770"
			OtherReceivables,,,,,,,,,,,,,,,,,,,,,,,"8,664,101","8,530,931",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		Inventory,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"582,237","786,687","379,384","374,382","282,540","542,130","269,637","344,909",,,"2,088,110","2,115,220","2,528,921","2,480,763","2,262,522","2,287,260","2,059,291","2,370,523.661","2,396,932.133","2,952,540.4","3,015,332.482","2,436,477.352","2,405,912"
		PrepaidAssets,"8,765,870",,,"10,030,414",,,,"2,683,926",,,,"1,419,377","6,089,522","6,097,072","6,629,687","998,833","4,607,987","5,974,167","8,122,879","253,608","15,839,853","16,939,848","20,353,610","1,605,908","33,927,390","12,632,196","13,227,202","13,919","5,261,579","9,607,962","3,763,806","10,620,434","25,315,871","7,765,628","373,071","8,968,327","11,321,172","8,201,428","982,530","16,484,252","20,898,448","18,588,713","1,432,927","15,229,349","20,184,401","10,185,018","1,134,415","12,008,922","13,587,863","15,273,633","1,022,036","7,442,046","15,966,807","13,049,709","1,378,350","8,316,507","8,749,714","6,964,245","10,036,345",,,"7,624,821","10,184,165","14,633,789","14,668,357","15,179,890","15,134,804","6,970,290","9,153,564.956","7,979,397.031","4,658,505.153","9,529,564.521","13,135,023.416","12,233,295"
		RestrictedCash,,,,,,,,,,,,,,,,,,,,,,,,,,"20,000,000",,,,,,,,,,,,,,,,,"0","0","0","0","2,700,000",,,,"0",,,,,,,,,,,,,,,,,,,,,,,
		CurrentDeferredAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,663,864",,,,"9,490,107",,,,"8,429,138",,,,"7,524,161",,,,"4,233,996",,,,,,,,,,,,,,,,,,,
			CurrentDeferredTaxesAssets,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,663,864",,,,"9,490,107",,,,"8,429,138",,,,"7,524,161",,,,"4,233,996",,,,,,,,,,,,,,,,,,,
		AssetsHeldForSaleCurrent,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0","0","848,572,444","311,872,989",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
		OtherCurrentAssets,"4,627,769","35,211,176","31,518,971","2,198,052","19,733,110","22,222,582","19,796,035","3,094,777","9,664,054","9,649,311","7,024,818","2,429,745","6,089,522","6,097,072","6,629,687","1,980,372","4,607,987","5,974,167","8,122,879","4,347,006","15,839,853","16,939,848","20,353,610","8,229,786","33,927,390","12,632,196","13,227,202","1,433,521",,,,"0","25,315,871","7,765,628","6,962,753","8,968,327","11,321,172","8,201,428","7,285,850","16,484,252","20,898,448","18,588,713","5,705,692","15,229,349","20,184,401","10,185,018","5,099,479","12,008,922","13,587,863","15,273,633","5,079,466","7,442,046","0","0","5,509,994",,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",
	TotalNonCurrentAssets,"325,149,043","374,058,085","384,103,179","390,287,591","399,175,863","400,970,218","389,788,945","378,494,252","390,789,813","399,227,132","402,138,020","409,202,247","406,049,272","415,340,339","424,418,583","431,768,160","443,709,975","449,065,924","450,406,628","454,681,432","487,193,641","461,228,778","477,835,882","492,529,682","543,772,320","129,783,007","129,730,564","121,743,869","132,211,089","137,084,909","121,649,221","201,625,104","203,403,011","201,575,432","223,894,624","237,286,891","246,573,757","256,117,454","153,972,979","153,168,188","158,584,139","153,216,520","142,293,634","140,775,577","107,143,682","105,759,545","93,143,877","93,975,332","99,691,291","101,555,457","103,048,385","106,696,330","109,120,067","105,949,149","105,650,743","106,014,042","104,960,733","107,585,702","109,955,992",,,"117,882,329","119,429,403","142,636,649","121,843,614","72,871,689","72,243,127","45,714,827","37,654,809.216","35,447,239.899","33,331,554.469","45,441,761.496","33,304,300.728","31,509,708"
		NetPPE,"58,179,029","66,281,123","72,455,859","74,605,847","79,874,661","75,162,663","67,398,265","53,627,232","61,958,624","66,321,551","66,778,485","70,377,517","66,874,379","72,322,155","76,353,429","78,921,393","84,591,774","79,977,740","78,969,661","79,898,302","74,199,533","64,292,739","73,577,810","82,857,085","79,477,123","36,137,840","36,841,094","37,430,741","40,197,548","41,181,396","41,387,921","52,460,885","51,197,629","52,393,418","51,868,914","53,615,797","55,568,086","58,799,397","57,229,727","58,306,034","59,453,371","60,872,721","62,720,375","64,450,121","53,037,137","54,595,572","55,814,182","57,719,490","59,331,694","60,476,126","61,310,690","63,219,070","64,892,096","60,956,663","59,890,306","59,547,033","59,305,163","61,312,909","63,040,178",,,"69,295,034","70,328,064","71,012,769","72,332,087","21,547,734","20,987,472","20,590,610","12,408,855.458","11,077,139.929","10,670,371.372","9,767,008.841","8,645,511.6","7,543,184"
			GrossPPE,"110,135,674","66,281,123","72,455,859","112,239,297","79,874,661","75,162,663","67,398,265","89,454,838","61,958,624","66,321,551","66,778,485","106,639,177","66,874,379","72,322,155","76,353,429","111,846,132","84,591,774","79,977,740","78,969,661","122,109,365","74,199,533","64,292,739","73,577,810","117,420,385","79,477,123","36,137,840","36,841,094","58,925,624",,,,,,,"119,659,843",,"55,568,086","58,799,397","117,734,327",,,,"115,347,127",,,,"101,964,588",,,,"106,310,901",,,,"98,403,994",,,,"95,808,638",,,,"92,670,895",,,,"33,367,493",,"19,158,467.345","17,835,910.91","17,584,906.116","14,205,305.161","13,199,803.848",
				Properties,"0",,,"0",,,,"0",,,,"0",,,,"0","0","0","0","0","0","0","0","0","0",,,"0",,,,,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,,"0",,,
				BuildingsAndImprovements,"53,049,212",,,"53,049,213",,,,"53,049,213",,,,"53,049,213",,,,"53,049,213","47,974,936","42,146,872","40,789,196","53,049,213","34,878,923","24,485,273","32,688,812","53,049,213","36,543,284",,,"53,049,213",,,,,,,"53,049,213",,,,"53,049,213",,,,"53,049,213",,,,"53,049,213",,,,"53,049,213",,,,"53,049,213",,,,"53,049,213",,,,"53,049,213",,,,"0",,,,"3,789,634.009",,,
				MachineryFurnitureEquipment,"10,310,004",,,"10,853,730",,,,"7,450,268",,,,"7,497,247",,,,"7,768,468",,,,"9,440,533",,,,"9,165,291",,,,"5,181,226",,,,,,,"50,198,344",,,,"48,566,315",,,,"46,783,650",,,,"42,122,480",,,,"43,056,880",,,,"36,336,642",,,,"34,697,311",,,,"32,279,568",,,,"28,082,529",,,,"11,844,499.009",,,
				OtherProperties,"35,214,706","66,281,123","72,455,859","35,907,761","79,874,661","75,162,663","67,398,265","23,391,247","61,958,624","66,321,551","66,778,485","37,616,541","66,874,379","72,322,155","76,353,429","42,417,409","84,591,774","79,977,740","78,969,661","41,779,086","74,199,533","64,292,739","73,577,810","40,786,291","79,477,123","36,137,840","36,841,094",,,,,,,,"0",,"54,317,977","55,666,378","0",,,,"0",,,,"0",,,,"0",,,,,,,,,,,,,,,,,,,,"1,950,773.097",,,
				ConstructionInProgress,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,250,109","3,133,019",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
				Leases,"11,561,752",,,"12,428,593",,,,"5,564,110",,,,"8,476,176",,,,"8,611,042",,,,"17,840,533",,,,"14,419,590",,,,"695,185",,,,,,,"16,412,286",,,,"16,118,799",,,,"15,514,264",,,,"6,792,895",,,,"10,204,808",,,,"9,018,139",,,,"8,062,114",,,,"7,342,114",,,,"5,284,964",,,,,,,
			AccumulatedDepreciation,"-51,956,645",,,"-37,633,450",,,,"-35,827,606",,,,"-36,261,660",,,,"-32,924,739",,,,"-42,211,063",,,,"-34,563,300",,,,"-21,494,883",,,,,,,"-67,790,929",,,,"-60,504,600",,,,"-52,626,752",,,,"-46,150,406",,,,"-45,000,211",,,,"-38,513,688",,,,"-32,768,460",,,,"-22,342,831",,,,"-12,380,021",,"-6,749,611.887","-6,758,770.981","-6,914,534.744","-4,438,296.32","-4,554,292.248",
		GoodwillAndOtherIntangibleAssets,"230,781,159","233,658,936","238,092,270","242,525,603","246,958,936","251,392,270","250,867,270","255,175,603","259,483,936","263,792,270","268,100,603","272,408,936","275,182,741","279,611,074","283,979,407","288,107,741","292,416,074","296,724,407","301,032,741","305,341,074","313,899,293","321,084,270","330,593,352","336,078,565","392,044,286","15,110,787","16,116,682","17,122,578","4,739,434","5,363,561","5,726,022","57,692,962","42,536,323","43,193,410","43,850,496","40,330,223","41,041,975","31,714,579","31,762,797","31,811,016","31,859,234","31,907,452","31,955,671","32,003,889","32,398,248","32,756,619","32,804,837","32,196,763","37,248,528","37,877,126","38,505,724","39,134,322","39,762,920","40,391,518","41,020,116","41,693,159","42,388,425","43,083,688","43,778,954",,,"45,932,523","46,629,441","47,326,358","48,023,276","48,720,194","49,417,111","6,880,123","6,937,050.711","6,876,381.709","6,881,459.738","6,890,005.354","6,883,059.576","6,880,123"
			Goodwill,"196,289,492","196,289,492","196,289,492","196,289,492","196,289,492","196,289,492","196,289,492","196,289,492","196,289,492","196,289,492","196,289,492","196,289,492","194,754,963","194,754,963","194,754,963","194,754,963","194,754,963","194,754,963","194,754,963","194,754,963","194,754,963","196,454,927","200,478,795","200,478,795","237,325,488",,,"0",,,,"32,009,025","32,523,983","32,523,983","32,523,983","32,523,983","32,523,983","31,011,902","31,011,902","31,011,902","31,011,902","31,011,902","31,011,902","31,011,902","31,011,902","31,011,902","31,011,902","31,011,902","23,422,850","23,422,850","23,422,850","23,422,850","23,422,850","23,422,850","23,422,850","23,422,850","23,422,850","23,422,850","23,422,850",,,"23,422,850","23,422,850","23,422,850","23,422,850","23,422,850","23,422,850","6,880,123","6,937,050.711","6,876,381.709","6,881,459.738","6,890,005.354","6,883,059.576","6,880,123"
